person_id,crash_id,gender,age,road_user,age_group
2562,20221263,Male,66,Motorcycle rider,65_to_74
2563,20223237,Male,60,Driver,40_to_64
2564,20226020,Male,80,Driver,75_or_older
2565,20221211,Male,54,Driver,40_to_64
2566,20222074,Male,36,Driver,26_to_39
2567,20226012,Male,81,Pedestrian,75_or_older
2568,20221222,Male,60,Driver,40_to_64
2569,20228005,Male,20,Driver,17_to_25
2570,20222096,Male,34,Driver,26_to_39
2571,20223224,Male,53,Driver,40_to_64
2572,20221144,Male,76,Driver,75_or_older
2573,20221146,Female,84,Pedestrian,75_or_older
2574,20223083,Female,80,Driver,75_or_older
2575,20226010,Female,51,Driver,40_to_64
2576,20226010,Male,16,Passenger,0_to_16
2577,20223104,Male,61,Driver,40_to_64
2578,20222025,Female,47,Pedal cyclist,40_to_64
2579,20224047,Male,18,Motorcycle rider,17_to_25
2580,20227032,Female,24,Pedestrian,17_to_25
2581,20223149,Male,26,Motorcycle rider,26_to_39
2582,20223192,Female,31,Driver,26_to_39
2583,20223106,Male,60,Motorcycle rider,40_to_64
2584,20224011,Male,51,Pedal cyclist,40_to_64
2585,20221114,Female,89,Driver,75_or_older
2586,20221236,Male,82,Driver,75_or_older
2587,20221029,Male,74,Pedestrian,65_to_74
2588,20224023,Male,25,Driver,17_to_25
2589,20224046,Male,55,Motorcycle rider,40_to_64
2590,20222189,Male,47,Pedestrian,40_to_64
2591,20221125,Male,63,Driver,40_to_64
2592,20222099,Female,65,Passenger,65_to_74
2593,20221095,Female,84,Pedestrian,75_or_older
2594,20227015,Male,25,Motorcycle rider,17_to_25
2595,20223040,Male,31,Driver,26_to_39
2596,20221147,Male,54,Motorcycle rider,40_to_64
2597,20227008,Male,19,Pedestrian,17_to_25
2598,20228012,Female,40,Pedestrian,40_to_64
2599,20221201,Male,70,Pedal cyclist,65_to_74
2600,20221062,Male,68,Motorcycle rider,65_to_74
2601,20223020,Male,34,Motorcycle rider,26_to_39
2602,20222076,Male,26,Motorcycle rider,26_to_39
2603,20224064,Male,85,Driver,75_or_older
2604,20222238,Male,33,Motorcycle rider,26_to_39
2605,20224059,Male,31,Driver,26_to_39
2606,20221164,Male,21,Passenger,17_to_25
2607,20222170,Female,25,Driver,17_to_25
2608,20222170,Male,23,Driver,17_to_25
2609,20221108,Male,17,Passenger,17_to_25
2610,20222144,Male,25,Driver,17_to_25
2611,20222038,Male,69,Driver,65_to_74
2612,20226029,Female,49,Driver,40_to_64
2613,20221046,Male,41,Driver,40_to_64
2614,20223266,Female,19,Motorcycle pillion passenger,17_to_25
2615,20223266,Male,60,Motorcycle rider,40_to_64
2616,20221196,Female,48,Driver,40_to_64
2617,20226031,Female,71,Driver,65_to_74
2618,20222072,Female,59,Pedestrian,40_to_64
2619,20221226,Male,26,Driver,26_to_39
2620,20223035,Male,46,Pedestrian,40_to_64
2621,20221124,Male,51,Pedestrian,40_to_64
2622,20221027,Male,48,Driver,40_to_64
2623,20221261,Male,24,Driver,17_to_25
2624,20221113,Male,19,Driver,17_to_25
2625,20223196,Female,57,Driver,40_to_64
2626,20221185,Male,82,Pedal cyclist,75_or_older
2627,20221044,Male,62,Motorcycle rider,40_to_64
2628,20226001,Female,64,Driver,40_to_64
2629,20224001,Male,41,Motorcycle rider,40_to_64
2630,20221231,Male,34,Motorcycle rider,26_to_39
2631,20222084,Male,68,Motorcycle rider,65_to_74
2632,20221128,Male,39,Pedestrian,26_to_39
2633,20227024,Male,23,Passenger,17_to_25
2634,20222066,Female,19,Passenger,17_to_25
2635,20221018,Male,16,Passenger,0_to_16
2636,20227026,Male,32,Driver,26_to_39
2637,20228010,Male,31,Driver,26_to_39
2638,20223167,Male,74,Motorcycle rider,65_to_74
2639,20222042,Male,74,Pedestrian,65_to_74
2640,20222034,Male,87,Pedestrian,75_or_older
2641,20226036,Male,85,Driver,75_or_older
2642,20223145,Male,31,Motorcycle rider,26_to_39
2643,20223036,Male,31,Driver,26_to_39
2644,20223036,Male,20,Passenger,17_to_25
2645,20224049,Male,61,Driver,40_to_64
2646,20222147,Female,62,Passenger,40_to_64
2647,20223151,Male,37,Motorcycle rider,26_to_39
2648,20223109,Male,24,Passenger,17_to_25
2649,20221001,Male,15,Passenger,0_to_16
2650,20221001,Male,15,Passenger,0_to_16
2651,20224016,Male,26,Motorcycle rider,26_to_39
2652,20221200,Male,82,Driver,75_or_older
2653,20221200,Female,79,Passenger,75_or_older
2654,20222227,Male,92,Pedestrian,75_or_older
2655,20221208,Male,38,Motorcycle rider,26_to_39
2656,20223056,Male,25,Pedestrian,17_to_25
2657,20223056,Male,22,Pedestrian,17_to_25
2658,20226039,Male,75,Driver,75_or_older
2659,20226008,Male,33,Motorcycle rider,26_to_39
2660,20226017,Male,21,Motorcycle rider,17_to_25
2661,20221111,Male,79,Driver,75_or_older
2662,20224018,Male,80,Driver,75_or_older
2663,20227036,Male,62,Pedestrian,40_to_64
2664,20222200,Male,32,Pedestrian,26_to_39
2665,20224045,Male,27,Driver,26_to_39
2666,20222230,Male,81,Driver,75_or_older
2667,20222173,Male,43,Pedal cyclist,40_to_64
2668,20224004,Male,64,Pedestrian,40_to_64
2669,20221253,Male,26,Driver,26_to_39
2670,20222093,Female,15,Pedestrian,0_to_16
2671,20221238,Female,16,Passenger,0_to_16
2672,20221093,Male,21,Motorcycle rider,17_to_25
2673,20222058,Male,26,Motorcycle rider,26_to_39
2674,20221157,Female,83,Pedestrian,75_or_older
2675,20223260,Female,23,Passenger,17_to_25
2676,20223260,Female,23,Passenger,17_to_25
2677,20223260,Female,24,Driver,17_to_25
2678,20223260,Female,28,Passenger,26_to_39
2679,20224006,Male,79,Driver,75_or_older
2680,20222175,Male,43,Driver,40_to_64
2681,20226018,Male,64,Pedestrian,40_to_64
2682,20221072,Female,70,Pedal cyclist,65_to_74
2683,20221076,Male,53,Driver,40_to_64
2684,20221251,Female,55,Driver,40_to_64
2685,20224021,Male,65,Motorcycle rider,65_to_74
2686,20221148,Male,69,Driver,65_to_74
2687,20222080,Male,28,Motorcycle rider,26_to_39
2688,20222114,Male,87,Driver,75_or_older
2689,20223127,Male,36,Motorcycle rider,26_to_39
2690,20226009,Male,20,Driver,17_to_25
2691,20226009,Male,27,Passenger,26_to_39
2692,20222145,Female,47,Pedestrian,40_to_64
2693,20222049,Male,47,Driver,40_to_64
2694,20221193,Female,54,Pedestrian,40_to_64
2695,20223072,Male,32,Passenger,26_to_39
2696,20223169,Male,82,Driver,75_or_older
2697,20221049,Female,91,Passenger,75_or_older
2698,20223225,Male,67,Driver,65_to_74
2699,20224003,Male,45,Motorcycle rider,40_to_64
2700,20221064,Female,80,Passenger,75_or_older
2701,20223159,Female,21,Driver,17_to_25
2702,20222185,Male,19,Motorcycle rider,17_to_25
2703,20223060,Male,39,Driver,26_to_39
2704,20227007,Male,31,Driver,26_to_39
2705,20222081,Male,44,Pedal cyclist,40_to_64
2706,20222138,Male,47,Motorcycle rider,40_to_64
2707,20223240,Male,31,Motorcycle rider,26_to_39
2708,20221084,Male,68,Driver,65_to_74
2709,20221121,Male,19,Passenger,17_to_25
2710,20227033,Male,20,Driver,17_to_25
2711,20224042,Male,16,Passenger,0_to_16
2712,20227020,Male,28,Driver,26_to_39
2713,20221145,Male,31,Driver,26_to_39
2714,20221066,Male,28,Driver,26_to_39
2715,20221139,Female,38,Driver,26_to_39
2716,20223094,Female,23,Driver,17_to_25
2717,20221242,Female,40,Passenger,40_to_64
2718,20222027,Female,35,Driver,26_to_39
2719,20221223,Male,87,Pedestrian,75_or_older
2720,20223160,Male,67,Driver,65_to_74
2721,20224014,Female,25,Driver,17_to_25
2722,20223017,Female,28,Passenger,26_to_39
2723,20223132,Male,22,Driver,17_to_25
2724,20221101,Male,34,Passenger,26_to_39
2725,20221101,Female,67,Driver,65_to_74
2726,20222026,Male,32,Driver,26_to_39
2727,20223245,Male,52,Driver,40_to_64
2728,20223200,Male,33,Motorcycle rider,26_to_39
2729,20221019,Female,33,Driver,26_to_39
2730,20221019,Male,40,Motorcycle rider,40_to_64
2731,20224034,Male,86,Driver,75_or_older
2732,20222122,Female,93,Passenger,75_or_older
2733,20223215,Male,25,Motorcycle rider,17_to_25
2734,20223122,Male,65,Driver,65_to_74
2735,20221182,Female,25,Pedestrian,17_to_25
2736,20222061,Male,73,Pedestrian,65_to_74
2737,20221247,Male,43,Driver,40_to_64
2738,20221033,Male,38,Driver,26_to_39
2739,20223189,Male,84,Pedestrian,75_or_older
2740,20226035,Male,70,Motorcycle rider,65_to_74
2741,20221169,Male,64,Driver,40_to_64
2742,20221207,Male,74,Driver,65_to_74
2743,20223250,Male,16,Driver,0_to_16
2744,20226014,Female,62,Passenger,40_to_64
2745,20223232,Male,22,Driver,17_to_25
2746,20221088,Female,54,Pedestrian,40_to_64
2747,20221165,Male,21,Driver,17_to_25
2748,20222234,Male,42,Driver,40_to_64
2749,20221204,Female,22,Driver,17_to_25
2750,20222134,Male,34,Driver,26_to_39
2751,20226013,Male,27,Motorcycle rider,26_to_39
2752,20223175,Female,27,Motorcycle pillion passenger,26_to_39
2753,20223263,Male,79,Pedestrian,75_or_older
2754,20222020,Male,18,Motorcycle rider,17_to_25
2755,20223001,Female,49,Driver,40_to_64
2756,20221119,Male,35,Motorcycle rider,26_to_39
2757,20221138,Male,18,Motorcycle rider,17_to_25
2758,20223205,Male,21,Driver,17_to_25
2759,20221063,Male,32,Motorcycle pillion passenger,26_to_39
2760,20227004,Male,22,Driver,17_to_25
2761,20223112,Male,43,Driver,40_to_64
2762,20222161,Female,90,Pedestrian,75_or_older
2763,20222235,Female,28,Driver,26_to_39
2764,20222150,Female,57,Motorcycle rider,40_to_64
2765,20223066,Male,53,Motorcycle rider,40_to_64
2766,20223069,Female,62,Passenger,40_to_64
2767,20223137,Male,50,Driver,40_to_64
2768,20223194,Female,12,Pedestrian,0_to_16
2769,20223268,Male,14,Passenger,0_to_16
2770,20223124,Male,51,Driver,40_to_64
2771,20221036,Male,60,Driver,40_to_64
2772,20223084,Male,49,Motorcycle rider,40_to_64
2773,20221172,Male,29,Driver,26_to_39
2774,20222048,Male,18,Driver,17_to_25
2775,20221134,Male,16,Motorcycle rider,0_to_16
2776,20223251,Male,87,Pedestrian,75_or_older
2777,20222113,Male,62,Pedal cyclist,40_to_64
2778,20222017,Male,27,Motorcycle rider,26_to_39
2779,20221069,Male,33,Driver,26_to_39
2780,20223213,Male,40,Driver,40_to_64
2781,20222070,Male,42,Motorcycle rider,40_to_64
2782,20223229,Male,60,Motorcycle rider,40_to_64
2783,20223187,Male,32,Motorcycle rider,26_to_39
2784,20222130,Male,8,Pedestrian,0_to_16
2785,20221023,Male,51,Motorcycle rider,40_to_64
2786,20221038,Male,24,Motorcycle rider,17_to_25
2787,20227030,Male,27,Passenger,26_to_39
2788,20227030,Male,30,Passenger,26_to_39
2789,20227030,Male,32,Driver,26_to_39
2790,20227030,Male,36,Passenger,26_to_39
2791,20221083,Male,71,Driver,65_to_74
2792,20221083,Male,48,Driver,40_to_64
2793,20224031,Male,47,Pedestrian,40_to_64
2794,20222213,Male,20,Motorcycle rider,17_to_25
2795,20221206,Male,18,Passenger,17_to_25
2796,20227010,Male,65,Driver,65_to_74
2797,20224027,Male,46,Driver,40_to_64
2798,20223130,Male,22,Passenger,17_to_25
2799,20222083,Male,26,Driver,26_to_39
2800,20223126,Male,23,Passenger,17_to_25
2801,20223144,Male,34,Driver,26_to_39
2802,20221032,Male,49,Driver,40_to_64
2803,20221156,Male,18,Pedestrian,17_to_25
2804,20224029,Male,19,Driver,17_to_25
2805,20224063,Male,37,Driver,26_to_39
2806,20223027,Male,23,Passenger,17_to_25
2807,20224022,Female,23,Driver,17_to_25
2808,20221130,Female,19,Driver,17_to_25
2809,20222082,Male,44,Motorcycle rider,40_to_64
2810,20222097,Male,62,Motorcycle rider,40_to_64
2811,20223244,Female,29,Driver,26_to_39
2812,20221260,Male,82,Driver,75_or_older
2813,20221167,Male,66,Driver,65_to_74
2814,20222228,Female,57,Driver,40_to_64
2815,20221005,Male,54,Driver,40_to_64
2816,20223255,Female,42,Driver,40_to_64
2817,20223079,Male,76,Driver,75_or_older
2818,20222188,Male,60,Driver,40_to_64
2819,20228011,Male,28,Pedestrian,26_to_39
2820,20226025,Male,62,Driver,40_to_64
2821,20223207,Male,79,Motorcycle rider,75_or_older
2822,20222086,Male,53,Motorcycle rider,40_to_64
2823,20221045,Male,76,Pedestrian,75_or_older
2824,20223007,Male,72,Motorcycle rider,65_to_74
2825,20226032,Male,28,Motorcycle rider,26_to_39
2826,20221117,Female,72,Driver,65_to_74
2827,20222107,Male,20,Motorcycle rider,17_to_25
2828,20221104,Male,54,Driver,40_to_64
2829,20221218,Male,22,Motorcycle rider,17_to_25
2830,20224052,Male,21,Driver,17_to_25
2831,20223182,Male,90,Pedestrian,75_or_older
2832,20222155,Male,19,Driver,17_to_25
2833,20226028,Male,53,Pedal cyclist,40_to_64
2834,20222045,Female,68,Driver,65_to_74
2835,20223161,Male,63,Driver,40_to_64
2836,20223161,Male,52,Driver,40_to_64
2837,20224039,Female,42,Driver,40_to_64
2838,20221142,Male,63,Motorcycle rider,40_to_64
2839,20223231,Male,25,Driver,17_to_25
2840,20222146,Male,60,Driver,40_to_64
2841,20222039,Male,80,Pedal cyclist,75_or_older
2842,20221160,Male,70,Motorcycle rider,65_to_74
2843,20221137,Female,52,Driver,40_to_64
2844,20223227,Male,27,Motorcycle rider,26_to_39
2845,20221022,Female,76,Driver,75_or_older
2846,20227035,Female,51,Pedestrian,40_to_64
2847,20223009,Male,54,Motorcycle rider,40_to_64
2848,20223165,Female,63,Driver,40_to_64
2849,20223019,Male,80,Driver,75_or_older
2850,20222201,Male,38,Motorcycle rider,26_to_39
2851,20222050,Female,55,Driver,40_to_64
2852,20223081,Female,72,Passenger,65_to_74
2853,20223081,Male,50,Driver,40_to_64
2854,20223210,Male,30,Motorcycle rider,26_to_39
2855,20223116,Female,44,Driver,40_to_64
2856,20221041,Male,40,Driver,40_to_64
2857,20222088,Male,72,Passenger,65_to_74
2858,20224010,Male,70,Pedestrian,65_to_74
2859,20221216,Female,19,Pedestrian,17_to_25
2860,20223267,Male,49,Driver,40_to_64
2861,20223030,Male,61,Driver,40_to_64
2862,20221007,Male,25,Pedestrian,17_to_25
2863,20223176,Male,51,Driver,40_to_64
2864,20223176,Female,52,Driver,40_to_64
2865,20221246,Female,17,Driver,17_to_25
2866,20223022,Male,17,Driver,17_to_25
2867,20223230,Male,69,Passenger,65_to_74
2868,20221021,Male,39,Motorcycle rider,26_to_39
2869,20222087,Male,73,Motorcycle rider,65_to_74
2870,20223184,Male,22,Driver,17_to_25
2871,20224030,Female,47,Passenger,40_to_64
2872,20222179,Male,65,Driver,65_to_74
2873,20222118,Male,68,Driver,65_to_74
2874,20224005,Male,21,Driver,17_to_25
2875,20221048,Male,28,Driver,26_to_39
2876,20223140,Male,44,Driver,40_to_64
2877,20223092,Male,27,Passenger,26_to_39
2878,20221014,Female,22,Driver,17_to_25
2879,20221057,Female,46,Driver,40_to_64
2880,20222116,Female,64,Driver,40_to_64
2881,20223047,Male,17,Passenger,17_to_25
2882,20222056,Male,20,Driver,17_to_25
2883,20222203,Male,18,Driver,17_to_25
2884,20223257,Male,19,Driver,17_to_25
2885,20223128,Female,14,Passenger,0_to_16
2886,20222160,Male,30,Pedestrian,26_to_39
2887,20222053,Male,17,Motorcycle rider,17_to_25
2888,20221183,Female,26,Driver,26_to_39
2889,20222110,Male,43,Motorcycle rider,40_to_64
2890,20221224,Male,80,Motorcycle rider,75_or_older
2891,20221259,Male,61,Driver,40_to_64
2892,20221228,Male,57,Motorcycle rider,40_to_64
2893,20221198,Male,62,Motorcycle rider,40_to_64
2894,20223195,Male,29,Driver,26_to_39
2895,20221034,Male,60,Driver,40_to_64
2896,20221115,Male,23,Motorcycle rider,17_to_25
2897,20223211,Male,45,Driver,40_to_64
2898,20223211,Female,22,Driver,17_to_25
2899,20221075,Male,55,Motorcycle rider,40_to_64
2900,20223089,Male,78,Motorcycle rider,75_or_older
2901,20222162,Male,79,Passenger,75_or_older
2902,20222065,Female,69,Passenger,65_to_74
2903,20221159,Female,47,Motorcycle rider,40_to_64
2904,20222046,Female,49,Motorcycle rider,40_to_64
2905,20221068,Male,46,Driver,40_to_64
2906,20222174,Male,78,Driver,75_or_older
2907,20223041,Male,26,Motorcycle rider,26_to_39
2908,20226022,Male,50,Driver,40_to_64
2909,20221020,Male,15,Driver,0_to_16
2910,20223133,Male,6,Passenger,0_to_16
2911,20222062,Male,58,Pedal cyclist,40_to_64
2912,20221254,Male,46,Passenger,40_to_64
2913,20221254,Male,52,Driver,40_to_64
2914,20222007,Male,40,Driver,40_to_64
2915,20223233,Male,50,Pedestrian,40_to_64
2916,20221241,Male,51,Driver,40_to_64
2917,20227006,Male,46,Motorcycle rider,40_to_64
2918,20222212,Male,38,Driver,26_to_39
2919,20221229,Male,5,Passenger,0_to_16
2920,20226033,Male,39,Motorcycle pillion passenger,26_to_39
2921,20222041,Male,21,Motorcycle rider,17_to_25
2922,20221186,Male,79,Driver,75_or_older
2923,20227034,Female,23,Pedestrian,17_to_25
2924,20224048,Male,56,Driver,40_to_64
2925,20221214,Female,80,Driver,75_or_older
2926,20223142,Male,14,Motorcycle rider,0_to_16
2927,20222100,Female,29,Driver,26_to_39
2928,20223021,Male,33,Motorcycle rider,26_to_39
2929,20221158,Female,37,Passenger,26_to_39
2930,20222117,Female,36,Driver,26_to_39
2931,20221154,Male,94,Driver,75_or_older
2932,20227019,Male,40,Driver,40_to_64
2933,20221024,Female,43,Passenger,40_to_64
2934,20221024,Female,21,Driver,17_to_25
2935,20222186,Female,65,Pedestrian,65_to_74
2936,20224017,Male,22,Motorcycle rider,17_to_25
2937,20222219,Male,20,Motorcycle rider,17_to_25
2938,20228001,Male,31,Driver,26_to_39
2939,20222125,Female,18,Pedestrian,17_to_25
2940,20226024,Female,37,Pedestrian,26_to_39
2941,20213216,Female,16,Passenger,0_to_16
2942,20212172,Male,26,Driver,26_to_39
2943,20215133,Male,65,Driver,65_to_74
2944,20213127,Male,74,Pedal cyclist,65_to_74
2945,20212142,Male,25,Motorcycle rider,17_to_25
2946,20212161,Female,59,Pedestrian,40_to_64
2947,20211232,Male,3,Pedestrian,0_to_16
2948,20212205,Male,29,Driver,26_to_39
2949,20211018,Male,64,Motorcycle rider,40_to_64
2950,20212026,Female,84,Passenger,75_or_older
2951,20217020,Male,10,Passenger,0_to_16
2952,20216011,Male,66,Driver,65_to_74
2953,20212157,Male,70,Pedestrian,65_to_74
2954,20213119,Female,12,Passenger,0_to_16
2955,20212051,Male,31,Motorcycle rider,26_to_39
2956,20211130,Male,51,Motorcycle rider,40_to_64
2957,20217003,Female,44,Passenger,40_to_64
2958,20213226,Male,22,Motorcycle rider,17_to_25
2959,20217003,Male,49,Driver,40_to_64
2960,20217025,Male,58,Passenger,40_to_64
2961,20213164,Male,33,Driver,26_to_39
2962,20211254,Male,21,Motorcycle rider,17_to_25
2963,20212108,Female,34,Passenger,26_to_39
2964,20212108,Female,68,Passenger,65_to_74
2965,20213187,Male,61,Motorcycle rider,40_to_64
2966,20212145,Female,2,Passenger,0_to_16
2967,20214071,Female,62,Passenger,40_to_64
2968,20211225,Male,36,Driver,26_to_39
2969,20211166,Male,21,Motorcycle rider,17_to_25
2970,20211178,Male,22,Motorcycle rider,17_to_25
2971,20214004,Male,31,Pedestrian,26_to_39
2972,20211200,Male,48,Motorcycle rider,40_to_64
2973,20215156,Male,65,Motorcycle rider,65_to_74
2974,20211155,Female,72,Driver,65_to_74
2975,20211170,Male,59,Motorcycle rider,40_to_64
2976,20215047,Male,47,Driver,40_to_64
2977,20212198,Male,53,Motorcycle rider,40_to_64
2978,20212013,Male,57,Driver,40_to_64
2979,20214049,Male,56,Driver,40_to_64
2980,20213006,Male,54,Pedal cyclist,40_to_64
2981,20211017,Female,36,Passenger,26_to_39
2982,20214075,Female,37,Pedestrian,26_to_39
2983,20213162,Male,27,Pedestrian,26_to_39
2984,20217007,Male,27,Pedestrian,26_to_39
2985,20211124,Male,17,Driver,17_to_25
2986,20215063,Male,25,Driver,17_to_25
2987,20211075,Male,49,Motorcycle rider,40_to_64
2988,20211174,Male,42,Driver,40_to_64
2989,20211229,Male,40,Motorcycle rider,40_to_64
2990,20213008,Male,39,Driver,26_to_39
2991,20213150,Male,20,Pedal cyclist,17_to_25
2992,20211133,Male,18,Driver,17_to_25
2993,20211042,Male,56,Driver,40_to_64
2994,20212133,Female,76,Pedestrian,75_or_older
2995,20212194,Female,66,Pedestrian,65_to_74
2996,20212196,Male,38,Driver,26_to_39
2997,20213195,Male,89,Pedal cyclist,75_or_older
2998,20212129,Male,42,Motorcycle rider,40_to_64
2999,20215152,Male,51,Driver,40_to_64
3000,20215013,Male,54,Driver,40_to_64
3001,20215078,Male,52,Motorcycle rider,40_to_64
3002,20216018,Male,80,Driver,75_or_older
3003,20211250,Male,29,Motorcycle rider,26_to_39
3004,20216010,Male,28,Driver,26_to_39
3005,20211039,Male,19,Driver,17_to_25
3006,20211131,Male,16,Driver,0_to_16
3007,20214022,Male,21,Driver,17_to_25
3008,20211246,Male,49,Driver,40_to_64
3009,20214015,Male,25,Driver,17_to_25
3010,20211031,Male,80,Pedal cyclist,75_or_older
3011,20212030,Male,47,Motorcycle rider,40_to_64
3012,20212067,Male,81,Motorcycle rider,75_or_older
3013,20212067,Male,71,Motorcycle rider,65_to_74
3014,20211081,Male,48,Motorcycle rider,40_to_64
3015,20211181,Male,71,Motorcycle rider,65_to_74
3016,20215057,Male,56,Pedestrian,40_to_64
3017,20214074,Male,34,Driver,26_to_39
3018,20215150,Male,38,Driver,26_to_39
3019,20213228,Male,24,Motorcycle rider,17_to_25
3020,20211027,Male,17,Motorcycle rider,17_to_25
3021,20211087,Male,31,Driver,26_to_39
3022,20211086,Male,89,Pedestrian,75_or_older
3023,20211242,Male,79,Pedal cyclist,75_or_older
3024,20215054,Female,67,Pedestrian,65_to_74
3025,20215144,Male,50,Motorcycle rider,40_to_64
3026,20211147,Male,18,Motorcycle rider,17_to_25
3027,20211194,Female,70,Pedestrian,65_to_74
3028,20213247,Female,75,Driver,75_or_older
3029,20211146,Male,57,Passenger,40_to_64
3030,20212029,Male,15,Driver,0_to_16
3031,20213206,Female,49,Driver,40_to_64
3032,20216016,Female,84,Motorcycle rider,75_or_older
3033,20211164,Male,62,Driver,40_to_64
3034,20211009,Female,36,Driver,26_to_39
3035,20212162,Male,37,Driver,26_to_39
3036,20213242,Male,53,Driver,40_to_64
3037,20212075,Female,24,Driver,17_to_25
3038,20213086,Male,84,Driver,75_or_older
3039,20211235,Male,31,Motorcycle rider,26_to_39
3040,20211025,Male,74,Driver,65_to_74
3041,20213175,Male,24,Driver,17_to_25
3042,20212078,Male,67,Driver,65_to_74
3043,20211058,Male,61,Driver,40_to_64
3044,20212153,Male,28,Motorcycle rider,26_to_39
3045,20211167,Male,20,Pedestrian,17_to_25
3046,20212167,Male,28,Driver,26_to_39
3047,20211215,Female,51,Driver,40_to_64
3048,20213154,Male,48,Pedestrian,40_to_64
3049,20211205,Male,75,Driver,75_or_older
3050,20215151,Male,94,Driver,75_or_older
3051,20215066,Male,70,Passenger,65_to_74
3052,20212113,Male,74,Pedal cyclist,65_to_74
3053,20214077,Female,21,Driver,17_to_25
3054,20211013,Female,21,Pedestrian,17_to_25
3055,20211103,Female,82,Passenger,75_or_older
3056,20211085,Male,22,Passenger,17_to_25
3057,20213026,Male,24,Passenger,17_to_25
3058,20217018,Female,57,Pedestrian,40_to_64
3059,20213052,Female,89,Passenger,75_or_older
3060,20213031,Female,47,Driver,40_to_64
3061,20213153,Male,52,Motorcycle rider,40_to_64
3062,20214027,Male,19,Motorcycle rider,17_to_25
3063,20215076,Male,20,Passenger,17_to_25
3064,20215076,Male,21,Driver,17_to_25
3065,20216032,Male,18,Driver,17_to_25
3066,20214020,Male,51,Pedal cyclist,40_to_64
3067,20211097,Male,62,Driver,40_to_64
3068,20212061,Male,68,Driver,65_to_74
3069,20213071,Male,28,Driver,26_to_39
3070,20212176,Male,17,Driver,17_to_25
3071,20212136,Male,19,Driver,17_to_25
3072,20212136,Male,32,Passenger,26_to_39
3073,20214084,Male,31,Driver,26_to_39
3074,20215105,Male,21,Motorcycle rider,17_to_25
3075,20214056,Male,68,Driver,65_to_74
3076,20211024,Female,68,Pedestrian,65_to_74
3077,20212201,Male,51,Passenger,40_to_64
3078,20212201,Female,47,Driver,40_to_64
3079,20213166,Male,28,Motorcycle rider,26_to_39
3080,20215106,Male,22,Motorcycle rider,17_to_25
3081,20212057,Male,32,Motorcycle rider,26_to_39
3082,20211201,Male,61,Driver,40_to_64
3083,20212160,Female,69,Driver,65_to_74
3084,20211140,Female,47,Driver,40_to_64
3085,20211041,Male,62,Motorcycle rider,40_to_64
3086,20212034,Female,78,Passenger,75_or_older
3087,20212010,Female,61,Passenger,40_to_64
3088,20214036,Female,70,Driver,65_to_74
3089,20213163,Male,77,Driver,75_or_older
3090,20211101,Male,45,Driver,40_to_64
3091,20211251,Male,25,Driver,17_to_25
3092,20213143,Female,59,Passenger,40_to_64
3093,20213143,Male,2,Passenger,0_to_16
3094,20213143,Male,18,Passenger,17_to_25
3095,20212209,Male,46,Pedestrian,40_to_64
3096,20212135,Male,44,Pedestrian,40_to_64
3097,20211168,Female,28,Driver,26_to_39
3098,20214050,Male,58,Driver,40_to_64
3099,20212011,Male,75,Driver,75_or_older
3100,20212185,Female,18,Driver,17_to_25
3101,20213088,Male,52,Driver,40_to_64
3102,20211245,Male,21,Driver,17_to_25
3103,20214039,Male,35,Passenger,26_to_39
3104,20214039,Male,41,Driver,40_to_64
3105,20213137,Male,21,Driver,17_to_25
3106,20213137,Male,19,Passenger,17_to_25
3107,20212137,Male,48,Driver,40_to_64
3108,20215141,Male,75,Driver,75_or_older
3109,20213214,Female,33,Driver,26_to_39
3110,20211127,Male,54,Driver,40_to_64
3111,20213134,Male,26,Pedestrian,26_to_39
3112,20211183,Male,69,Driver,65_to_74
3113,20213027,Male,26,Motorcycle rider,26_to_39
3114,20212155,Male,41,Driver,40_to_64
3115,20213067,Male,65,Driver,65_to_74
3116,20211213,Male,18,Driver,17_to_25
3117,20212016,Female,61,Driver,40_to_64
3118,20215018,Male,31,Driver,26_to_39
3119,20215149,Male,33,Driver,26_to_39
3120,20213190,Female,26,Driver,26_to_39
3121,20212024,Female,54,Driver,40_to_64
3122,20215024,Male,51,Driver,40_to_64
3123,20216027,Male,38,Motorcycle rider,26_to_39
3124,20215095,Male,30,Driver,26_to_39
3125,20215095,Male,39,Passenger,26_to_39
3126,20213149,Male,31,Driver,26_to_39
3127,20212143,Male,22,Driver,17_to_25
3128,20214058,Female,47,Pedal cyclist,40_to_64
3129,20211185,Male,25,Driver,17_to_25
3130,20211159,Female,72,Pedestrian,65_to_74
3131,20213140,Male,84,Pedestrian,75_or_older
3132,20212156,Female,79,Passenger,75_or_older
3133,20212156,Female,77,Driver,75_or_older
3134,20215001,Male,66,Motorcycle rider,65_to_74
3135,20215114,Male,54,Pedestrian,40_to_64
3136,20212097,Male,76,Driver,75_or_older
3137,20212028,Male,47,Driver,40_to_64
3138,20215067,Male,43,Pedestrian,40_to_64
3139,20212087,Male,32,Driver,26_to_39
3140,20213227,Male,32,Motorcycle pillion passenger,26_to_39
3141,20213227,Male,30,Motorcycle rider,26_to_39
3142,20213174,Female,18,Driver,17_to_25
3143,20213136,Male,25,Motorcycle rider,17_to_25
3144,20211202,Male,18,Motorcycle rider,17_to_25
3145,20213197,Male,45,Driver,40_to_64
3146,20211189,Female,17,Motorcycle pillion passenger,17_to_25
